Roll Number,Name of Category of Admission Test,Marks Obtained
25133,Pre-Engineering (PU-E),41
25134,Pre-Engineering (PU-E),43
25135,Pre-Engineering (PU-E),81
25136,Pre-Engineering (PU-E),62
25137,Pre-Engineering (PU-E),51
25138,Pre-Engineering (PU-E),61
25139,Pre-Engineering (PU-E),34
25140,Pre-Engineering (PU-E),0
25141,Pre-Engineering (PU-E),60
25143,Pre-Engineering (PU-E),89
25145,Pre-Engineering (PU-E),77
25146,Pre-Engineering (PU-E),61
25147,Pre-Engineering (PU-E),55
25148,Pre-Engineering (PU-E),64
25149,Pre-Engineering (PU-E),52
25150,Pre-Engineering (PU-E),60
25151,Pre-Engineering (PU-E),45
25152,Pre-Engineering (PU-E),45
25153,Pre-Engineering (PU-E),64
25154,Pre-Engineering (PU-E),67
25157,Pre-Engineering (PU-E),53
25158,Pre-Engineering (PU-E),49
25159,Pre-Engineering (PU-E),74
25160,Pre-Engineering (PU-E),57
25161,Pre-Engineering (PU-E),61
25162,Pre-Engineering (PU-E),59
25163,Pre-Engineering (PU-E),73
25164,Pre-Engineering (PU-E),53
25165,Pre-Engineering (PU-E),77
25167,Pre-Engineering (PU-E),56
25168,Pre-Engineering (PU-E),52
25169,Pre-Engineering (PU-E),29
25170,Pre-Engineering (PU-E),40
25171,Pre-Engineering (PU-E),54
25172,Pre-Engineering (PU-E),65
25173,Pre-Engineering (PU-E),57
25174,Pre-Engineering (PU-E),36
25175,Pre-Engineering (PU-E),43
25176,Pre-Engineering (PU-E),43
25178,Pre-Engineering (PU-E),51
25179,Pre-Engineering (PU-E),63
25180,Pre-Engineering (PU-E),59
25181,Pre-Engineering (PU-E),60
25182,Pre-Engineering (PU-E),53
25183,Pre-Engineering (PU-E),66
25184,Pre-Engineering (PU-E),39
25185,Pre-Engineering (PU-E),56
25186,Pre-Engineering (PU-E),43
25187,Pre-Engineering (PU-E),39
25188,Pre-Engineering (PU-E),43
25189,Pre-Engineering (PU-E),45
25190,Pre-Engineering (PU-E),45
25191,Pre-Engineering (PU-E),33
25193,Pre-Engineering (PU-E),57
25194,Pre-Engineering (PU-E),66
25195,Pre-Engineering (PU-E),0
25196,Pre-Engineering (PU-E),40
25197,Pre-Engineering (PU-E),59
25199,Pre-Engineering (PU-E),47
25200,Pre-Engineering (PU-E),0
25201,Pre-Engineering (PU-E),0
25202,Pre-Engineering (PU-E),36
25203,Pre-Engineering (PU-E),46
25204,Pre-Engineering (PU-E),75
25205,Pre-Medical (PU-M),71
25207,Pre-Medical (PU-M),51
25208,Pre-Medical (PU-M),58
25209,Pre-Medical (PU-M),51
25210,Pre-Medical (PU-M),60
25212,Pre-Medical (PU-M),43
25213,Pre-Medical (PU-M),50
25214,Pre-Medical (PU-M),29
25215,Pre-Medical (PU-M),66
25216,Pre-Medical (PU-M),63
25218,Pre-Medical (PU-M),36
25219,Pre-Medical (PU-M),43
25220,Pre-Medical (PU-M),43
25221,Pre-Medical (PU-M),32
25222,Pre-Medical (PU-M),64
25223,Pre-Medical (PU-M),68
25224,Pre-Medical (PU-M),58
25225,Pre-Medical (PU-M),50
25226,Pre-Medical (PU-M),40
25227,Pre-Medical (PU-M),68
25228,Pre-Medical (PU-M),56
25230,Pre-Medical (PU-M),40
25232,Pre-Medical (PU-M),76
25234,Pre-Medical (PU-M),70
25235,Pre-Medical (PU-M),0
25236,Pre-Medical (PU-M),49
25237,Pre-Medical (PU-M),34
25238,Pre-Medical (PU-M),64
25239,Pre-Medical (PU-M),65
25241,Pre-Medical (PU-M),57
25242,Pre-Medical (PU-M),51
25243,Pre-Medical (PU-M),52
25244,Pre-Medical (PU-M),62
25246,Pre-Medical (PU-M),44
25247,Pre-Medical (PU-M),44
25248,"Arts, Humanities & Social Sciences (PU-AHS)",40
25249,"Arts, Humanities & Social Sciences (PU-AHS)",44
25250,"Arts, Humanities & Social Sciences (PU-AHS)",42
25251,"Arts, Humanities & Social Sciences (PU-AHS)",62
25252,"Arts, Humanities & Social Sciences (PU-AHS)",38
25253,"Arts, Humanities & Social Sciences (PU-AHS)",66
25254,"Arts, Humanities & Social Sciences (PU-AHS)",51
25255,"Arts, Humanities & Social Sciences (PU-AHS)",49
25256,"Arts, Humanities & Social Sciences (PU-AHS)",40
25257,"Arts, Humanities & Social Sciences (PU-AHS)",0
25258,"Arts, Humanities & Social Sciences (PU-AHS)",46
25259,"Arts, Humanities & Social Sciences (PU-AHS)",42
25260,"Arts, Humanities & Social Sciences (PU-AHS)",0
25262,"Arts, Humanities & Social Sciences (PU-AHS)",0
25263,"Arts, Humanities & Social Sciences (PU-AHS)",48
25264,"Arts, Humanities & Social Sciences (PU-AHS)",56
25265,"Arts, Humanities & Social Sciences (PU-AHS)",56
25266,"Arts, Humanities & Social Sciences (PU-AHS)",43
25267,"Arts, Humanities & Social Sciences (PU-AHS)",47
25268,"Arts, Humanities & Social Sciences (PU-AHS)",42
25269,"Arts, Humanities & Social Sciences (PU-AHS)",48
25270,"Arts, Humanities & Social Sciences (PU-AHS)",40
25271,"Arts, Humanities & Social Sciences (PU-AHS)",39
25272,"Arts, Humanities & Social Sciences (PU-AHS)",0
25273,"Arts, Humanities & Social Sciences (PU-AHS)",0
25274,"Arts, Humanities & Social Sciences (PU-AHS)",49
25275,"Arts, Humanities & Social Sciences (PU-AHS)",57
25276,"Arts, Humanities & Social Sciences (PU-AHS)",41
25277,"Arts, Humanities & Social Sciences (PU-AHS)",41
25278,"Arts, Humanities & Social Sciences (PU-AHS)",40
25279,"Arts, Humanities & Social Sciences (PU-AHS)",0
25280,"Arts, Humanities & Social Sciences (PU-AHS)",66
25281,"Arts, Humanities & Social Sciences (PU-AHS)",56
25282,"Arts, Humanities & Social Sciences (PU-AHS)",25
25283,"Arts, Humanities & Social Sciences (PU-AHS)",64
25284,"Arts, Humanities & Social Sciences (PU-AHS)",0
25285,"Arts, Humanities & Social Sciences (PU-AHS)",33
25286,"Arts, Humanities & Social Sciences (PU-AHS)",50
25287,"Arts, Humanities & Social Sciences (PU-AHS)",55
25288,"Arts, Humanities & Social Sciences (PU-AHS)",56
25289,"Arts, Humanities & Social Sciences (PU-AHS)",58
25290,"Arts, Humanities & Social Sciences (PU-AHS)",61
25291,"Arts, Humanities & Social Sciences (PU-AHS)",64
25292,"Arts, Humanities & Social Sciences (PU-AHS)",0
25293,ICS with Physics Combination (PU-CSP),73
25294,ICS with Physics Combination (PU-CSP),41
25295,ICS with Physics Combination (PU-CSP),41
25296,ICS with Physics Combination (PU-CSP),31
25297,ICS with Physics Combination (PU-CSP),63
25298,ICS with Physics Combination (PU-CSP),54
25300,ICS with Physics Combination (PU-CSP),42
25302,ICS with Physics Combination (PU-CSP),53
25303,ICS with Physics Combination (PU-CSP),0
25304,ICS with Physics Combination (PU-CSP),56
25305,ICS with Physics Combination (PU-CSP),46
25307,ICS with Physics Combination (PU-CSP),0
25308,ICS with Physics Combination (PU-CSP),46
25309,ICS with Physics Combination (PU-CSP),46
25310,ICS with Physics Combination (PU-CSP),37
25311,ICS with Physics Combination (PU-CSP),31
25314,ICS with Physics Combination (PU-CSP),62
25315,ICS with Physics Combination (PU-CSP),37
25316,ICS with Physics Combination (PU-CSP),45
25317,ICS with Physics Combination (PU-CSP),39
25318,ICS with Physics Combination (PU-CSP),40
25319,ICS with Physics Combination (PU-CSP),40
25320,ICS with Physics Combination (PU-CSP),40
25321,ICS with Physics Combination (PU-CSP),40
25322,ICS with Physics Combination (PU-CSP),40
25323,ICS with Physics Combination (PU-CSP),54
25324,ICS with Physics Combination (PU-CSP),54
25325,ICS with Physics Combination (PU-CSP),54
25326,ICS with Physics Combination (PU-CSP),64
25327,ICS with Physics Combination (PU-CSP),53
25328,ICS with Physics Combination (PU-CSP),47
25329,ICS with Physics Combination (PU-CSP),61
25331,ICS with Physics Combination (PU-CSP),35
25332,ICS with Physics Combination (PU-CSP),0
25334,ICS with Physics Combination (PU-CSP),59
25335,ICS with Physics Combination (PU-CSP),55
25336,ICS with Physics Combination (PU-CSP),52
25337,ICS with Physics Combination (PU-CSP),45
25339,ICS with Physics Combination (PU-CSP),52
25340,ICS with Physics Combination (PU-CSP),52
25341,ICS with Physics Combination (PU-CSP),60
25342,ICS with Physics Combination (PU-CSP),35
25343,ICS with Physics Combination (PU-CSP),51
25344,ICS with Physics Combination (PU-CSP),43
25345,ICS with Physics Combination (PU-CSP),54
25346,ICS with Physics Combination (PU-CSP),42
25347,ICS with Physics Combination (PU-CSP),34
25348,ICS with Physics Combination (PU-CSP),64
25349,ICS with Physics Combination (PU-CSP),36
25350,ICS with Physics Combination (PU-CSP),28
25351,ICS with Physics Combination (PU-CSP),0
25352,ICS with Physics Combination (PU-CSP),0
25353,ICS with Physics Combination (PU-CSP),0
25354,ICS with Physics Combination (PU-CSP),41
25355,ICS with Physics Combination (PU-CSP),41
25356,ICS with Physics Combination (PU-CSP),30
25358,ICS with Physics Combination (PU-CSP),50
25359,ICS with Physics Combination (PU-CSP),40
25360,ICS with Physics Combination (PU-CSP),40
25361,ICS with Physics Combination (PU-CSP),55
25362,ICS with Physics Combination (PU-CSP),79
25363,ICS with Physics Combination (PU-CSP),71
25364,ICS with Physics Combination (PU-CSP),74
25365,ICS with Physics Combination (PU-CSP),58
25366,ICS with Physics Combination (PU-CSP),43
25368,ICS with Physics Combination (PU-CSP),42
25369,ICS with Physics Combination (PU-CSP),59
25370,ICS with Physics Combination (PU-CSP),64
25371,ICS with Physics Combination (PU-CSP),43
25372,ICS with Physics Combination (PU-CSP),49
25373,ICS with Physics Combination (PU-CSP),66
25374,ICS with Physics Combination (PU-CSP),49
25375,ICS with Physics Combination (PU-CSP),44
25376,ICS with Physics Combination (PU-CSP),44
25377,ICS with Physics Combination (PU-CSP),60
25378,ICS with Physics Combination (PU-CSP),29
25379,ICS with Physics Combination (PU-CSP),0
25380,ICS with Physics Combination (PU-CSP),50
25381,ICS with Physics Combination (PU-CSP),0
25382,ICS with Physics Combination (PU-CSP),37
25383,ICS with Physics Combination (PU-CSP),54
25386,ICS with Physics Combination (PU-CSP),61
25388,ICS with Physics Combination (PU-CSP),0
25389,ICS with Physics Combination (PU-CSP),49
25391,Pre-Medical (PU-M),47
25392,Pre-Medical (PU-M),45
25393,Pre-Medical (PU-M),0
25394,Pre-Medical (PU-M),57
25395,Pre-Medical (PU-M),49
25396,Pre-Medical (PU-M),49
25397,Pre-Medical (PU-M),70
25398,Pre-Medical (PU-M),73
25400,Pre-Medical (PU-M),52
25401,Pre-Medical (PU-M),0
25402,Pre-Medical (PU-M),43
25403,Pre-Medical (PU-M),52
25404,Pre-Medical (PU-M),37
25405,Pre-Medical (PU-M),63
25406,Pre-Medical (PU-M),58
25407,Pre-Medical (PU-M),45
25408,Pre-Medical (PU-M),54
25409,Pre-Medical (PU-M),61
25411,Pre-Medical (PU-M),61
25412,Pre-Medical (PU-M),40
25413,Pre-Medical (PU-M),33
25414,Pre-Medical (PU-M),50
25415,Pre-Medical (PU-M),69
25416,Pre-Medical (PU-M),41
25417,Pre-Medical (PU-M),44
25418,Pre-Medical (PU-M),44
25419,Pre-Medical (PU-M),47
25420,Pre-Medical (PU-M),47
25421,Pre-Medical (PU-M),60
25422,Pre-Medical (PU-M),45
25423,Pre-Medical (PU-M),69
25424,Pre-Medical (PU-M),31
25425,Pre-Medical (PU-M),31
25426,Pre-Medical (PU-M),55
25427,Pre-Medical (PU-M),52
25428,Pre-Medical (PU-M),31
25429,Pre-Medical (PU-M),71
25430,Pre-Medical (PU-M),51
25431,Pre-Medical (PU-M),38
25432,ICS with Physics Combination (PU-CSP),62
25433,ICS with Physics Combination (PU-CSP),27
25434,ICS with Physics Combination (PU-CSP),80
25435,ICS with Physics Combination (PU-CSP),57
25436,ICS with Physics Combination (PU-CSP),51
25437,ICS with Physics Combination (PU-CSP),64
25438,ICS with Physics Combination (PU-CSP),87
25440,ICS with Physics Combination (PU-CSP),52
25441,ICS with Physics Combination (PU-CSP),58
25442,ICS with Physics Combination (PU-CSP),59
25444,ICS with Physics Combination (PU-CSP),58
25445,ICS with Physics Combination (PU-CSP),52
25446,ICS with Physics Combination (PU-CSP),64
25447,ICS with Physics Combination (PU-CSP),64
25448,ICS with Physics Combination (PU-CSP),62
25449,ICS with Physics Combination (PU-CSP),44
25450,ICS with Physics Combination (PU-CSP),29
25451,ICS with Physics Combination (PU-CSP),51
25453,ICS with Physics Combination (PU-CSP),53
25454,ICS with Physics Combination (PU-CSP),55
25455,ICS with Physics Combination (PU-CSP),40
25456,ICS with Physics Combination (PU-CSP),55
25457,ICS with Physics Combination (PU-CSP),0
25458,ICS with Physics Combination (PU-CSP),48
25459,ICS with Physics Combination (PU-CSP),54
25460,ICS with Physics Combination (PU-CSP),53
25461,ICS with Physics Combination (PU-CSP),52
25462,ICS with Physics Combination (PU-CSP),52
25463,ICS with Physics Combination (PU-CSP),57
25464,ICS with Physics Combination (PU-CSP),39
25465,ICS with Physics Combination (PU-CSP),65
25466,ICS with Physics Combination (PU-CSP),60
25467,ICS with Physics Combination (PU-CSP),59
25468,ICS with Physics Combination (PU-CSP),60
25469,ICS with Physics Combination (PU-CSP),38
25470,ICS with Physics Combination (PU-CSP),55
25471,ICS with Physics Combination (PU-CSP),57
25472,ICS with Physics Combination (PU-CSP),50
25473,ICS with Physics Combination (PU-CSP),43
25474,ICS with Physics Combination (PU-CSP),59
25475,ICS with Physics Combination (PU-CSP),65
25476,ICS with Physics Combination (PU-CSP),42
25477,ICS with Physics Combination (PU-CSP),64
25478,ICS with Physics Combination (PU-CSP),44
25479,ICS with Physics Combination (PU-CSP),39
25480,ICS with Physics Combination (PU-CSP),67
25481,ICS with Physics Combination (PU-CSP),56
25482,ICS with Physics Combination (PU-CSP),0
25483,ICS with Physics Combination (PU-CSP),0
25484,Pre-Engineering (PU-E),63
25485,Pre-Engineering (PU-E),63
25486,Pre-Engineering (PU-E),85
25487,Pre-Engineering (PU-E),63
25488,Pre-Engineering (PU-E),72
25489,Pre-Engineering (PU-E),74
25490,Pre-Engineering (PU-E),33
25492,Pre-Engineering (PU-E),51
25493,Pre-Engineering (PU-E),75
25494,Pre-Engineering (PU-E),38
25495,Pre-Engineering (PU-E),84
25496,Pre-Engineering (PU-E),73
25497,Pre-Engineering (PU-E),0
25498,Pre-Engineering (PU-E),80
25499,Pre-Engineering (PU-E),42
25500,Pre-Engineering (PU-E),42
25501,Pre-Engineering (PU-E),75
25502,Pre-Engineering (PU-E),75
25503,Pre-Engineering (PU-E),33
25504,Pre-Engineering (PU-E),62
25507,Pre-Engineering (PU-E),45
25508,Pre-Engineering (PU-E),70
25509,Pre-Engineering (PU-E),48
25510,Pre-Engineering (PU-E),80
25511,Pre-Engineering (PU-E),40
25512,Pre-Engineering (PU-E),83
25513,Pre-Engineering (PU-E),49
25514,Pre-Engineering (PU-E),45
25515,Pre-Engineering (PU-E),71
25516,Pre-Engineering (PU-E),71
25517,Pre-Engineering (PU-E),60
25518,Pre-Engineering (PU-E),41
25520,Pre-Engineering (PU-E),68
25521,Pre-Engineering (PU-E),73
25523,Pre-Engineering (PU-E),78
25524,Pre-Engineering (PU-E),87
25527,Pre-Engineering (PU-E),37
25528,Pre-Engineering (PU-E),83
25529,Pre-Engineering (PU-E),60
25530,Pre-Engineering (PU-E),76
25531,Pre-Engineering (PU-E),41
25532,Pre-Engineering (PU-E),41
25533,Pre-Engineering (PU-E),54
25534,Pre-Engineering (PU-E),59
25535,Pre-Engineering (PU-E),69
25536,Pre-Engineering (PU-E),49
25537,Pre-Engineering (PU-E),47
25538,Pre-Engineering (PU-E),89
25540,Pre-Engineering (PU-E),49
25541,Pre-Engineering (PU-E),43
25546,Pre-Engineering (PU-E),69
25547,Pre-Engineering (PU-E),66
25548,Pre-Engineering (PU-E),48
25549,Pre-Engineering (PU-E),38
25552,Pre-Engineering (PU-E),74
25553,Pre-Engineering (PU-E),70
25554,Pre-Engineering (PU-E),49
25555,Pre-Engineering (PU-E),58
25556,Pre-Engineering (PU-E),58
25558,Pre-Engineering (PU-E),66
25559,Pre-Engineering (PU-E),46
25560,Pre-Engineering (PU-E),45
25561,Pre-Engineering (PU-E),82
25562,Pre-Engineering (PU-E),50
25563,Pre-Engineering (PU-E),50
25565,Pre-Engineering (PU-E),56
25566,Pre-Engineering (PU-E),69
25567,Pre-Engineering (PU-E),75
25568,Pre-Engineering (PU-E),0
25572,Pre-Engineering (PU-E),58
25573,Pre-Engineering (PU-E),55
25574,Pre-Engineering (PU-E),67
25575,Pre-Engineering (PU-E),80
25576,Pre-Engineering (PU-E),53
25577,Pre-Engineering (PU-E),53
25578,Pre-Medical (PU-M),55
25579,Pre-Medical (PU-M),71
25580,Pre-Medical (PU-M),49
25581,Pre-Medical (PU-M),72
25582,Pre-Medical (PU-M),0
25583,Pre-Medical (PU-M),35
25584,Pre-Medical (PU-M),43
25585,Pre-Medical (PU-M),69
25586,Pre-Medical (PU-M),36
25587,Pre-Medical (PU-M),67
25588,Pre-Medical (PU-M),72
25589,Pre-Medical (PU-M),0
25590,Pre-Medical (PU-M),52
25591,Pre-Medical (PU-M),70
25592,Pre-Medical (PU-M),51
25593,Pre-Medical (PU-M),50
25594,Pre-Medical (PU-M),54
25595,Pre-Medical (PU-M),41
25596,Pre-Medical (PU-M),35
25597,Pre-Medical (PU-M),35
25598,Pre-Medical (PU-M),55
25599,Pre-Medical (PU-M),53
25600,Pre-Medical (PU-M),0
25601,Pre-Medical (PU-M),54
25604,Pre-Medical (PU-M),74
25605,Pre-Medical (PU-M),37
25608,Pre-Medical (PU-M),51
25609,Pre-Medical (PU-M),0
25610,Pre-Medical (PU-M),61
25611,Pre-Medical (PU-M),45
25612,Pre-Medical (PU-M),46
25613,Pre-Medical (PU-M),60
25614,Pre-Medical (PU-M),36
25615,Pre-Medical (PU-M),36
25617,Pre-Medical (PU-M),50
25618,Pre-Medical (PU-M),65
25619,Pre-Medical (PU-M),0
25620,"Arts, Humanities & Social Sciences (PU-AHS)",45
25622,"Arts, Humanities & Social Sciences (PU-AHS)",76
25624,"Arts, Humanities & Social Sciences (PU-AHS)",49
25625,"Arts, Humanities & Social Sciences (PU-AHS)",40
25626,"Arts, Humanities & Social Sciences (PU-AHS)",44
25627,"Arts, Humanities & Social Sciences (PU-AHS)",44
25628,"Arts, Humanities & Social Sciences (PU-AHS)",62
25629,"Arts, Humanities & Social Sciences (PU-AHS)",52
25630,"Arts, Humanities & Social Sciences (PU-AHS)",0
25631,"Arts, Humanities & Social Sciences (PU-AHS)",57
25632,"Arts, Humanities & Social Sciences (PU-AHS)",39
25633,"Arts, Humanities & Social Sciences (PU-AHS)",39
25634,"Arts, Humanities & Social Sciences (PU-AHS)",36
25635,"Arts, Humanities & Social Sciences (PU-AHS)",0
25636,"Arts, Humanities & Social Sciences (PU-AHS)",57
25638,"Arts, Humanities & Social Sciences (PU-AHS)",61
25639,"Arts, Humanities & Social Sciences (PU-AHS)",0
25640,"Arts, Humanities & Social Sciences (PU-AHS)",71
25641,"Arts, Humanities & Social Sciences (PU-AHS)",50
25643,"Arts, Humanities & Social Sciences (PU-AHS)",37
25644,"Arts, Humanities & Social Sciences (PU-AHS)",73
25645,"Arts, Humanities & Social Sciences (PU-AHS)",0
25646,"Arts, Humanities & Social Sciences (PU-AHS)",34
25647,"Arts, Humanities & Social Sciences (PU-AHS)",35
25648,"Arts, Humanities & Social Sciences (PU-AHS)",0
25649,"Arts, Humanities & Social Sciences (PU-AHS)",0
25650,"Arts, Humanities & Social Sciences (PU-AHS)",45
25651,"Arts, Humanities & Social Sciences (PU-AHS)",0
25652,"Arts, Humanities & Social Sciences (PU-AHS)",50
25653,"Arts, Humanities & Social Sciences (PU-AHS)",39
25654,"Arts, Humanities & Social Sciences (PU-AHS)",48
25655,"Arts, Humanities & Social Sciences (PU-AHS)",38
25656,"Arts, Humanities & Social Sciences (PU-AHS)",64
25658,"Arts, Humanities & Social Sciences (PU-AHS)",0
25659,"Arts, Humanities & Social Sciences (PU-AHS)",50
25660,"Arts, Humanities & Social Sciences (PU-AHS)",0
25661,"Arts, Humanities & Social Sciences (PU-AHS)",0
25662,"Arts, Humanities & Social Sciences (PU-AHS)",45
25663,"Arts, Humanities & Social Sciences (PU-AHS)",0
25664,"Arts, Humanities & Social Sciences (PU-AHS)",43
25665,"Arts, Humanities & Social Sciences (PU-AHS)",60
25666,"Arts, Humanities & Social Sciences (PU-AHS)",71
25667,ICS with Physics Combination (PU-CSP),56
25668,ICS with Physics Combination (PU-CSP),48
25670,ICS with Physics Combination (PU-CSP),38
25671,ICS with Physics Combination (PU-CSP),48
25672,ICS with Physics Combination (PU-CSP),39
25674,ICS with Physics Combination (PU-CSP),54
25675,ICS with Physics Combination (PU-CSP),51
25676,ICS with Physics Combination (PU-CSP),43
25677,ICS with Physics Combination (PU-CSP),0
25678,ICS with Physics Combination (PU-CSP),42
25679,ICS with Physics Combination (PU-CSP),42
25680,ICS with Physics Combination (PU-CSP),62
25682,ICS with Physics Combination (PU-CSP),50
25683,ICS with Physics Combination (PU-CSP),36
25685,ICS with Physics Combination (PU-CSP),45
25686,ICS with Physics Combination (PU-CSP),45
25687,ICS with Physics Combination (PU-CSP),0
25688,ICS with Physics Combination (PU-CSP),48
25689,ICS with Physics Combination (PU-CSP),46
25690,ICS with Physics Combination (PU-CSP),36
25691,ICS with Physics Combination (PU-CSP),36
25692,ICS with Physics Combination (PU-CSP),54
25693,ICS with Physics Combination (PU-CSP),65
25694,ICS with Physics Combination (PU-CSP),53
25695,ICS with Physics Combination (PU-CSP),0
25696,ICS with Physics Combination (PU-CSP),42
25697,ICS with Physics Combination (PU-CSP),39
25698,ICS with Physics Combination (PU-CSP),41
25699,ICS with Physics Combination (PU-CSP),47
25700,ICS with Physics Combination (PU-CSP),49
25702,ICS with Physics Combination (PU-CSP),44
25703,ICS with Physics Combination (PU-CSP),36
25704,ICS with Physics Combination (PU-CSP),60
25705,ICS with Physics Combination (PU-CSP),31
25706,ICS with Physics Combination (PU-CSP),49
25707,ICS with Physics Combination (PU-CSP),50
25708,ICS with Physics Combination (PU-CSP),46
25709,ICS with Physics Combination (PU-CSP),39
25710,ICS with Physics Combination (PU-CSP),43
25711,ICS with Physics Combination (PU-CSP),43
25713,ICS with Physics Combination (PU-CSP),38
25714,ICS with Physics Combination (PU-CSP),0
25715,ICS with Physics Combination (PU-CSP),63
25716,ICS with Physics Combination (PU-CSP),59
25717,ICS with Physics Combination (PU-CSP),68
25718,ICS with Physics Combination (PU-CSP),41
25719,ICS with Physics Combination (PU-CSP),48
25720,ICS with Physics Combination (PU-CSP),47
25722,ICS with Physics Combination (PU-CSP),48
25723,ICS with Physics Combination (PU-CSP),51
25724,ICS with Physics Combination (PU-CSP),50
25725,ICS with Physics Combination (PU-CSP),59
25726,ICS with Physics Combination (PU-CSP),44
25727,ICS with Physics Combination (PU-CSP),60
25728,ICS with Physics Combination (PU-CSP),60
25729,ICS with Physics Combination (PU-CSP),54
25730,ICS with Physics Combination (PU-CSP),62
25732,ICS with Physics Combination (PU-CSP),51
25733,ICS with Physics Combination (PU-CSP),55
25734,ICS with Physics Combination (PU-CSP),64
25735,ICS with Physics Combination (PU-CSP),55
25736,ICS with Physics Combination (PU-CSP),59
25737,ICS with Physics Combination (PU-CSP),65
25738,ICS with Physics Combination (PU-CSP),61
25739,ICS with Physics Combination (PU-CSP),46
25740,ICS with Physics Combination (PU-CSP),49
25741,ICS with Physics Combination (PU-CSP),66
25742,ICS with Physics Combination (PU-CSP),45
25744,ICS with Physics Combination (PU-CSP),47
25745,ICS with Physics Combination (PU-CSP),58
25746,ICS with Physics Combination (PU-CSP),42
25747,ICS with Physics Combination (PU-CSP),70
25748,ICS with Physics Combination (PU-CSP),39
25749,ICS with Physics Combination (PU-CSP),50
25750,ICS with Physics Combination (PU-CSP),80
25752,ICS with Physics Combination (PU-CSP),49
25753,ICS with Physics Combination (PU-CSP),67
25754,ICS with Physics Combination (PU-CSP),41
25756,ICS with Physics Combination (PU-CSP),55
25757,ICS with Physics Combination (PU-CSP),61
25758,ICS with Physics Combination (PU-CSP),46
25759,ICS with Physics Combination (PU-CSP),56
25760,Pre-Medical (PU-M),51
25762,Pre-Medical (PU-M),72
25763,Pre-Medical (PU-M),63
25764,Pre-Medical (PU-M),0
25765,Pre-Medical (PU-M),51
25766,Pre-Medical (PU-M),51
25767,Pre-Medical (PU-M),50
25768,Pre-Medical (PU-M),52
25769,Pre-Medical (PU-M),57
25770,Pre-Medical (PU-M),58
25771,Pre-Medical (PU-M),43
25772,Pre-Medical (PU-M),65
25773,Pre-Medical (PU-M),43
25774,Pre-Medical (PU-M),71
25775,Pre-Medical (PU-M),34
25776,Pre-Medical (PU-M),50
25777,Pre-Medical (PU-M),40
25779,Pre-Medical (PU-M),53
25780,Pre-Medical (PU-M),32
25781,Pre-Medical (PU-M),44
25782,Pre-Medical (PU-M),44
25783,Pre-Medical (PU-M),74
25784,Pre-Medical (PU-M),69
25785,Pre-Medical (PU-M),0
25786,Pre-Medical (PU-M),26
25787,Pre-Medical (PU-M),32
25789,Pre-Medical (PU-M),37
25790,Pre-Medical (PU-M),53
25791,Pre-Medical (PU-M),21
25792,Pre-Medical (PU-M),0
25793,Pre-Medical (PU-M),66
25794,Pre-Medical (PU-M),76
25795,Pre-Medical (PU-M),50
25796,Pre-Medical (PU-M),58
25799,Pre-Medical (PU-M),64
25800,Pre-Medical (PU-M),47
25801,ICS with Physics Combination (PU-CSP),64
25802,ICS with Physics Combination (PU-CSP),50
25803,ICS with Physics Combination (PU-CSP),48
25804,ICS with Physics Combination (PU-CSP),63
25805,ICS with Physics Combination (PU-CSP),56
25806,ICS with Physics Combination (PU-CSP),41
25807,ICS with Physics Combination (PU-CSP),75
25808,ICS with Physics Combination (PU-CSP),79
25809,ICS with Physics Combination (PU-CSP),44
25810,ICS with Physics Combination (PU-CSP),40
25811,ICS with Physics Combination (PU-CSP),40
25813,ICS with Physics Combination (PU-CSP),42
25814,ICS with Physics Combination (PU-CSP),64
25815,ICS with Physics Combination (PU-CSP),50
25816,ICS with Physics Combination (PU-CSP),56
25817,ICS with Physics Combination (PU-CSP),62
25818,ICS with Physics Combination (PU-CSP),41
25819,ICS with Physics Combination (PU-CSP),41
25820,ICS with Physics Combination (PU-CSP),51
25821,ICS with Physics Combination (PU-CSP),62
25822,ICS with Physics Combination (PU-CSP),79
25823,ICS with Physics Combination (PU-CSP),57
25824,ICS with Physics Combination (PU-CSP),48
25825,ICS with Physics Combination (PU-CSP),49
25826,ICS with Physics Combination (PU-CSP),49
25827,ICS with Physics Combination (PU-CSP),61
25828,ICS with Physics Combination (PU-CSP),61
25829,ICS with Physics Combination (PU-CSP),72
25830,ICS with Physics Combination (PU-CSP),55
25831,ICS with Physics Combination (PU-CSP),70
25832,ICS with Physics Combination (PU-CSP),44
25833,ICS with Physics Combination (PU-CSP),25
25834,ICS with Physics Combination (PU-CSP),48
25835,ICS with Physics Combination (PU-CSP),46
25836,ICS with Physics Combination (PU-CSP),44
25837,ICS with Physics Combination (PU-CSP),31
25838,ICS with Physics Combination (PU-CSP),46
25839,ICS with Physics Combination (PU-CSP),55
25840,ICS with Physics Combination (PU-CSP),46
25841,ICS with Physics Combination (PU-CSP),45
25842,ICS with Physics Combination (PU-CSP),76
25843,ICS with Physics Combination (PU-CSP),48
25844,ICS with Physics Combination (PU-CSP),57
25845,ICS with Physics Combination (PU-CSP),52
25846,ICS with Physics Combination (PU-CSP),45
25847,ICS with Physics Combination (PU-CSP),37
25848,ICS with Physics Combination (PU-CSP),46
25850,ICS with Physics Combination (PU-CSP),45
25851,ICS with Physics Combination (PU-CSP),51
25852,ICS with Physics Combination (PU-CSP),0
